Actual,Predicted,Error
-0.1507480420905658,-0.1414731860983038,-0.009274855992261993
-0.03622679171069315,-0.13354606827878787,0.09731927656809472
-0.39944077657986904,-0.30338764566154847,-0.09605313091832057
-0.017880432126911813,-0.04349729551745008,0.02561686339053827
-0.42961766815481417,-0.33263450530333755,-0.09698316285147662
-0.42980545437689616,-0.09566652837721293,-0.3341389259996832
-0.0963609004121101,-0.10683793072886892,0.010477030316758826
1.3090240993767792,1.1870985327438484,0.12192556663293086
0.27987115761994913,0.3755094510580095,-0.09563829343806035
-0.0968923708519647,-0.11181663361011189,0.014924262758147191
-0.2159346631068673,-0.37319300463017924,0.15725834152331195
-0.07474776919135571,-0.060048206229951905,-0.01469956296140381
2.0307609566993476,0.957315977112287,1.0734449795870606
-0.33251093252084446,-0.5229217564125325,0.190410823891688
4.956919093996674,3.922263307305589,1.0346557866910846
1.2448933329676557,0.7022338577532349,0.5426594752144208
-0.08201119853603546,0.19496972803460189,-0.27698092657063733
-0.10929334778190575,-0.10931813792531138,2.479014340563135e-05
-2.3918703085508386,-3.0917647346839914,0.6998944261331528
-0.15122046025932545,-0.13133519849080957,-0.019885261768515877
0.12189629355485218,0.3436892068222624,-0.2217929132674102
0.33218143092399516,0.100685550414566,0.23149588050942915
-0.15381876018750357,-0.1529909536408402,-0.0008278065466633677
0.6737397669372285,1.2396945895138587,-0.5659548225766302
-0.33649341768348834,-0.07151575572114915,-0.2649776619623392
-0.14915363077100194,-0.10924228528308987,-0.03991134548791207
-0.08732590293458162,-0.07973742626888676,-0.007588476665694857
0.27154065373658354,0.08494018944775181,0.18660046428883173
0.21596656140911918,0.1475045412190378,0.06846202019008138
1.3914020175542445,0.561429398155788,0.8299726193984566
-0.15853585560256875,-0.15001525655332143,-0.008520599049247318
0.16636265368935504,0.1080181654000606,0.05834448828929445
-0.12785938181416032,-0.2905432097965926,0.16268382798243228
-0.1425988286794617,-0.1413470563524722,-0.0012517723269895031
-0.02354945015202772,0.06514991325729207,-0.08869936340931979
-0.028686997737288993,-0.04309484247948372,0.014407844742194725
3.7278051234262315,2.2067422400444396,1.5210628833817919
-0.06548246785655691,-0.0995548960301857,0.034072428173628794
0.34263368290780266,0.09621791305142346,0.2464157698563792
-0.23963470158811745,-0.19842929644188498,-0.04120540514623247
-0.4889403986513864,-0.3846240184812503,-0.10431638017013611
-0.15464549198283298,-0.1413036470279902,-0.01334184495484278
0.16175657654394837,0.2045892083567925,-0.042832631812844135
-0.10858826366503195,-0.1526286030001745,0.04404033933514255
-0.17614051866139743,-0.17499769777457808,-0.0011428208868193568
-0.15358255110312374,-0.11151333524054119,-0.042069215862582554
-0.13320951757536348,-0.12925812933867808,-0.003951388236685394
0.48510319215149666,1.2993575673860258,-0.8142543752345291
0.7220681456013415,0.27097931465800906,0.4510888309433324
-0.11442380909463562,-0.13717612358230988,0.022752314487674258
0.03338874963773015,0.021756438404950843,0.011632311232779306
-0.3716625882568011,-0.25091863394757197,-0.12074395430922913
0.021448380422329785,0.04889151206443203,-0.027443131642102242
-0.15677137374225145,-0.03744510502088032,-0.11932626872137113
-0.14826784670457757,-0.05433006852573923,-0.09393777817883833
0.02534583031459695,-0.065182399646215,0.09052822996081195
-0.10787609327562679,0.6034096812981018,-0.7112857745737285
-0.14513217110943535,-0.061108879502451065,-0.0840232916069843
0.43741257801520916,0.3581521473333886,0.07926043068182054
-0.1854707774944007,-0.16548428832277393,-0.019986489171626765
-4.340081499925904,-1.1907986848277536,-3.1492828150981502
-0.1258279836884938,-0.15938913139375535,0.03356114770526156
-0.11354511130074267,-0.06833202338778985,-0.045213087912952823
0.46044296374224253,0.27516794657486376,0.18527501716737876
-0.0181638830281676,0.2715637845111715,-0.2897276675393391
